city,store,address,zip,phone,self_checkout,lat,lng
North Adams,Walmart Store (F&P) #1984,1415 Curran Memorial Hwy,01247,(413)664-4004,Yes,42.6643838,-73.1106197
North Andover,CVS Pharmacy #1239,110 Turnpike Street,01845,(978)686-3854,,42.6757741,-71.12855859999999
North Andover,Market Basket #12,350 Winthrop Ave,01845,(978)688-6322,,42.683689,-71.136682
North Andover,Super Stop & Shop (F&P) #092,757 Turnpike Street,01845,(978)683-9666,Yes,42.66005819999999,-71.1097582
North Andover,Walgreens #10209,800 Waverly Road,01845,(978)681-1530,,42.6777805,-71.1333806
North Attleboro,CVS Pharmacy #938,8 E Washington Street,02760,(508)695-1481,,41.967338,-71.3383726
North Attleboro,Shaws Supermarket (F&P) #1412,125 Toner Blvd,02760,(508)643-2259,Yes,41.9708459,-71.3009697
North Attleboro,Super Stop & Shop (F&P) #490,206 E Washington Street,02760,(508)695-1999,Yes,41.9720829,-71.3315866
North Attleboro,Target Store T-1190,1205 S Washington Street,02760,(508)699-9118,Yes,41.940017,-71.3526029
North Attleboro,Walmart Store (F&P) #2366,1470 S Washington Street,02760,(508)699-0277,Yes,41.933125,-71.350376
North Billerica,CVS Pharmacy #131,210 Boston Road,01862,(978)663-6616,,42.5811179,-71.2876529
North Brookfield,Hannaford Food & Drug #8011,5 Gilbert Street,01535,(508)867-6809,,42.2665884,-72.0833802
North Dartmouth,Walmart Store (F&P) #2157,506 State Road,02747,(508)984-7771,Yes,41.6419118,-71.0078771
North Dartmouth,Walgreens #11885,494 State Road,02747,(508)994-4236,,41.6419276,-71.0036136
North Easton,Shaw's Supermarket #2408,690 Depot Street,02356,(508)238-0165,Yes,42.0242698,-71.1164429
North Oxford,Walmart Store (F&P) #2012,742 Main Street,01537,(508)987-1444,Yes,42.1706154,-71.8787756
North Reading,Stop & Shop #2406,265 Main Street,01864,(978)664-0164,Yes,42.5923492,-71.1164429
North Reading,Walmart Store #2660,72 Main Street,01864,(978)664-3262,Yes,42.5704229,-71.11272919999999
Northampton,Big Y Foods (F&P) #7,136 North King Street,01060,(413)584-6137,,42.3409577,-72.64227249999999
Northampton,Super Stop & Shop (F&P) #787,228 King Street,01060,(413)584-9200,Yes,42.329134,-72.6359982
Northampton,Walmart Store #2901,180 North King Street,01060,(413)587-0001,Yes,42.3413871,-72.64364359999999
Northampton,Walgreens #11998,225R King Street,01060,(413)587-2802,,42.3298734,-72.6328704
Northborough,WalMart Store (F&P) #2158,200 Otis Street,01532,(508)393-4385,Yes,42.2851509,-71.6563963
Northborough,Wegmans - Northborough,9102 Shops Way,01532,(508)936-1900,Yes,42.2911411,-71.6705798
Norwell,Big Y Foods #103,10 Washington Street,02061,(781)681-9322,,42.1727888,-70.883715
Norwell,Super Stop & Shop (F&P) #028,468 Washington Street,02061,(781)982-9876,Yes,42.1579174,-70.853641
Norwood,Big Y #126,434 Walpole Street,02062,(781)769-0905,,42.1796948,-71.22046259999999
Norwood,CVS Pharmacy #2054,136 Nahatan Street,02062,(781)769-2422,,42.1914786,-71.1962806
Norwood,Shaw's Supermarket #3567,134 Nahatan Street,02062,(781)762-0610,Yes,42.1925371,-71.1967142
Norwood,Stop & Shop #418,1415 Providence Highway,02062,(781)255-1141,Yes,42.1632377,-71.20092029999999
Norwood,Walgreens #18231,469 Walpole Street,02062,(781)769-5400,,42.1788988,-71.2225473
Orange,WalMart Store (F&P) #2329,555 East Main Street,01364,(978)544-5800,Yes,42.5886487,-72.2842989
Orleans,CVS Pharmacy #1857,9 West Road,02653,(508)255-0570,,41.7808356,-70.00216379999999
Orleans,CVS Pharmacy #719,110 MA Route 6A,02653,(508)240-2759,,41.7879012,-69.99229249999999
Orleans,Shaw's #0690,9 West Road,02653,(508)240-1021,Yes,41.7808356,-70.00216379999999
Orleans,Super Stop & Shop (F&P) #064,Cranberry Cove Plaza,02653,(508)255-5288,Yes,41.7960507,-69.98464349999999
Oxford,Market Basket #62,95 Sutton Ave,01540,(508)987-9539,,42.11388660000001,-71.8517098
Palmer,Big Y Foods (F&P) #20,1180 Thorndike Road,01069,(413)283-6918,,42.1742319,-72.3238981
Palmer,CVS Pharmacy #969,1001 Thorndike Street,01069,(413)283-2545,,42.1574602,-72.32920659999999
Palmer,Walgreens #17302,1047 Thorndike Street,01069,(413)283-3658,,42.1587087,-72.32866179999999
Peabody,CVS Pharmacy #4073,174 Main Street,01960,(978)977-4844,,42.5233643,-70.9201057
Peabody,Shaw's #2478,114-128 Essex Center Drive,01960,(978)532-5434,Yes,42.5394149,-70.9489215
Peabody,Super Stop & Shop (F&P) #005,19 Howley Street,01960,(978)977-3900,Yes,42.5233154,-70.9189525
Peabody,Walgreens #2208,35 Main Street,01960,(978)977-9211,,42.5250251,-70.92611889999999
Peabody,Walgreens #6296,229 Andover St,01960,(978)532-2453,,42.54724059999999,-70.94680269999999
Pembroke,Stop & Shop #2414,24 Mattakeesett Street,02359,(781)293-1262,Yes,42.0671959,-70.8122204
Pembroke,Super Stop & Shop (F&P) #014,125 Church Street,02359,(781)826-9802,Yes,42.1052471,-70.7722282
Pepperell,Walgreens #17464,60 Groton St,01463,(978)433-2711,,42.6658206,-71.57218410000002
Pittsfield,Big Y Foods (F&P) #23,200 West Street,01201,(413)447-7301,,42.4485452,-73.25939699999999
Pittsfield,CVS Pharmacy #257,107 West Street,01201,(413)499-4624,,42.4474132,-73.258487
Pittsfield,Market 32 by Price Chopper (F&P) #140,555 Hubbard Avenue,01201,(413)442-7696,,42.4687567,-73.1983393
Pittsfield,Stop & Shop (F&P) #21,1 Dan Fox Drive,01201,(413)442-7600,Yes,42.4099916,-73.26437299999999
Pittsfield,Walmart Store #2228,"555 Hubbard Ave, Suite 12",01201,(413)442-1971,Yes,42.4648501,-73.1981923
Pittsfield,Super Stop & Shop (F&P) #458,660 Merrill Road,01201,(413)499-0745,Yes,42.4654217,-73.203237
Pittsfield,Walgreens #17226,501 North Street,01201,(413)499-5411,,42.4557347,-73.25212290000002
Pittsfield,Walgreens #18122,37 Chesire Road,01201,(413)443-4486,,42.4695184,-73.20573639999999
Plainville,Stop & Shop #462,109 Taunton Street,02762,(508)643-2603,Yes,42.03529229999999,-71.3113499
Plainville,Target Store T-1930,91 Taunton Street,02762,(508)643-5008,Yes,42.0341138,-71.3100078
Plainville,Walgreens #19915,13 Taunton Street,02762,(508)695-9475,,42.0111907,-71.305452
Plymouth,CVS Pharmacy #2138,8 Pilgrim Hill Road,02360,(508)747-1465,,41.9509009,-70.687899
Plymouth,Market Basket #80,1 Commerce Way,02360,(774)404-7518,,41.9422503,-70.7129617
Plymouth,Shaw's (F&P) #2585,2260 State Road,02360,(508)833-2975,Yes,41.8208995,-70.5504775
Plymouth,Super Stop & Shop (F&P) #469,129 Samoset Street,02360,(508)746-1444,Yes,41.9550186,-70.6862704
Plymouth,Walmart Store (F&P) #2336,300 Colony Place Road,02360,(508)830-9555,Yes,41.955574,-70.7179621
Plymouth,Walgreens #7734,165 Samoset Street,02360,(508)591-3031,,41.9512167,-70.6897772
Provincetown,Stop & Shop (F&P) #2403,56 Shank Painter Road,02657,(508)487-4903,Yes,42.0502695,-70.195999
Quincy,CVS Pharmacy #137,626 Southern Artery,02169,(617)472-7534,,42.2528193,-70.9878363
Quincy,Kam Man Food LLC,219 Quincy Ave,02169,(617)328-1533,,42.2407234,-70.9914582
Quincy,Star Market #2573,130 Granite Street,02169,(617)770-0841,Yes,42.2447471,-71.0053886
Quincy,Super Stop & Shop (F&P) #17,495 Southern Artery,02169,(617)773-4510,Yes,42.2527813,-70.99498729999999
Quincy,Walgreens #4403,418 Quincy Ave,02169,(617)472-4483,,42.2390322,-70.983104
Quincy,Walmart Store #2341,301 Falls Blvd,02169,(617)745-4390,Yes,42.2361724,-70.9863311
Quincy,Walgreens #18361,132 Granite Ave,02169,(617)479-2330,,42.2448107,-71.00576
Quincy,Super Stop & Shop (F&P) #20,65 Newport Avenue,02171,(617)328-4477,Yes,42.271111,-71.0266628
Randolph,CVS Pharmacy #746,171 North Main Street,02368,(781)963-3906,,42.1654544,-71.0421417
Randolph,Americas Food Basket,300 North Main Street,02368,(781)885-3487,,42.1678388,-71.0466196
Randolph,Shaw's Supermarket #1416,121 Memorial Parkway,02368,(781)963-6995,Yes,42.1638197,-71.04555169999999
Raynham,CVS Pharmacy #335,266 Route 44,02767,(508)824-1361,,41.9057394,-71.0559356
Raynham,CVS Pharmacy #513,252 Broadway,02767,(508)824-8621,,41.9359726,-71.0822458
Raynham,Market Basket #52,240 Broadway,02767,(508)822-8866,,41.9368364,-71.0841603
Raynham,Shaw's Supermarket #1420,300 New State Highway,02767,(508)822-5660,Yes,41.9066203,-71.0553482
Raynham,Super Stop & Shop (F&P) #38,36 New State Highway,02767,(508)824-8800,Yes,41.9063485,-71.0633273
Raynham,Walmart Store (F&P) #2021,36 Paramount Drive,02767,(508)822-4900,Yes,41.9042762,-71.0323923
Raynham,Walmart Store (F&P) #5448,160 Broadway,02767,(508)692-6046,Yes,41.93508800000001,-71.08592449999999
Reading,CVS Pharmacy #224,650 Main Street,01867,(781)944-0432,,42.5244486,-71.1032127
Reading,Market Basket #60,1 General Way,01867,(781)942-0040,,42.5190103,-71.09896379999999
Reading,Stop & Shop #488,25 Walkers Brook Drive,01867,(781)944-2919,Yes,42.519246,-71.0962797
Reading,Walgreens #18415,15 Bolton Street,01867,(781)942-5810,,42.5197656,-71.1015078
Revere,Convenient Market,270 Broadway,02151,(781)284-9723,,42.4078901,-71.0138757
Revere,CVS Pharmacy #9,339 Squire Road,02151,(781)289-6099,,42.4283224,-71.01337509999999
Revere,Market Basket #74,275 Squire Road,02151,(781)485-0110,,42.4274977,-71.0105411
Revere,PriceRite #341,255 Squire Road,02151,(781)286-6813,Yes,42.4269382,-71.0130258
Revere,Revere Beach Food Mart,161 Shirley Ave,02151,(781)284-1030,,42.40753840000001,-70.994834
Revere,Stop & Shop (F&P) #043,540 Squire Road,02151,(781)286-2200,Yes,42.4294188,-71.0199849
Revere,Stop & Shop #011,40 Furlong Drive,02151,(781)284-0717,Yes,42.3999337,-71.0000057
Revere,Target Store T-1942,36 Furlong Drive,02151,(781)922-6030,Yes,42.4004098,-71.000188
Rockland,Walgreens #7329,75 Market Street,02370,(781)871-5849,,42.1206107,-70.9157872
Rockport,Walgreens #17472,33 Whistlestop Mall,01966,(978)546-7521,,42.65505020000001,-70.6270238
Roslindale,Brothers Supermarket,606 American Legion Hwy,02131,(617)524-9877,,42.2856412,-71.109619
Roslindale,CVS Pharmacy #1031,4600 Washington St,02131,(617)469-6302,,42.275459,-71.13892160000002
Roslindale,Stop & Shop #004,950 American Legion Hwy,02131,(617)327-2160,Yes,42.27676450000001,-71.11478319999999
Roslindale,The Village Market,30 Corinth St,02131,(617)327-2588,,42.2862566,-71.1293942
Roslindale,PriceRite of Roslindale,650 American Legion Hwy,02131,(617)522-0066,,42.2839114,-71.1105938
Rowley,Market Basket #49,231 Newburyport Turnpike,01969,(978)948-5075,,42.7081649,-70.9060089
Roxbury,F & T Davey's Supermarket,438 Dudley Street,02119,(617)445-6543,,42.32419429999999,-71.0737797
Roxbury,Price-Rite #377,330 Martin Luther King Blvd,02119,(617)427-0094,,42.3187649,-71.082538
Roxbury,Walgreens #4072,1890 Columbus Ave,02119,(617)445-5457,,42.3174486,-71.0973772
Roxbury,Walgreens #7189,1630 Tremont Street,02120,(617)232-5457,,42.3335258,-71.10470099999999
Salem,CVS Pharmacy #261,200 Essex Street,01970,(978)744-2224,,42.52184870000001,-70.8947005
Salem,CVS Pharmacy #457,426B Essex Street,01970,(978)741-0484,,42.5166532,-70.9064309
Salem,CVS Pharmacy #7109,300 Canal Street,01970,(978)740-2912,,42.5010419,-70.8965984
Salem,Market Basket #58,227 Highland Ave,01970,(978)741-0986,,42.5038346,-70.9201278
Salem,Shaw's Supermarket #2493,11 Traders Way,01970,(978)741-8660,Yes,42.50531489999999,-70.9247488
Salem,Steve's Quality Market,36 Margin Street,01970,(978)744-4220,,42.5190136,-70.89639480000001
Salem,Walgreens #2063,29 New Derby Street,01970,(978)744-7442,,42.5192108,-70.894537
Salem,Walmart Store #2640,450 Highland Ave,01970,(978)825-1713,Yes,42.494501,-70.9355235
Sandwich,CVS Pharmacy #1850,77 Quaker Meeting Hse Rd.,02563,(508)477-2655,,41.701184,-70.4857541
Sandwich,CVS Pharmacy #636,65 Tupper Road,02563,(508)888-4335,,41.7659709,-70.5077244
Sandwich,Super Stop & Shop (F&P) #012,Rte 6A & Merchants Road,02563,(508)833-1302,Yes,41.76533329999999,-70.507132
Sandwich,Stop & Shop #470,71 Quaker Mtg House Rd.,02563,(508)477-1449,Yes,41.7005759,-70.48727459999999
Saugus,Super Stop & Shop (F&P) #407,"164 Main Street, Rte 1",01906,(781)231-5120,Yes,42.4651983,-71.0264438
Saugus,Walmart Store (F&P) #3114,770 Broadway,01906,(781)816-5370,Yes,42.4720448,-71.0236601
Saugus,Walgreens #2577,1228 Broadway,01906,(781)233-6768,,42.4574059,-71.0231453
Seekonk,CVS Pharmacy #394,1479 Newman Ave,02771,(508)399-8801,,41.8882217,-71.3320597
Seekonk,Price Rite #358,140 Taunton Ave,02771,(401)435-1851,Yes,41.82621,-71.3410743
Seekonk,Stop & Shop #2404,1475 Newman Ave,02771,(508)399-5624,Yes,41.8872448,-71.33146789999999
Seekonk,Super Stop & Shop (F&P) #073,125 Highland Avenue,02771,(508)336-2550,Yes,41.8003617,-71.3372334
Seekonk,Walmart Store #2184,1180 Fall River Ave,02771,(508)336-0290,Yes,41.7954132,-71.32548849999999
Sharon,Shaw's Supermarket #0418,780 South Main Street,02067,(781)784-5995,Yes,42.0939331,-71.2201765
Shrewsbury,CVS Pharmacy #8,197 Boston Turnpike,01545,(508)752-0439,,42.2755673,-71.745379
Shrewsbury,Market Basket #93,200 Hartford Turnpike Unit 1,01545,(508)841-7990,,42.2464599,-71.7242813
Shrewsbury,Price Chopper #229,733 Boston Turnpike,01545,(508)791-7142,,42.2784757,-71.6959146
Shrewsbury,Shaws Supermarket (F&P) #2470,50 Boston Turnpike Rd,01545,(508)797-1126,Yes,42.2738892,-71.7525634
Shrewsbury,Super Stop & Shop (F&P) #091,539-571 Boston Turnpike,01545,(508)842-1911,Yes,42.2778523,-71.7158766
Shrewsbury,Whole Foods Market,193 Boston Turnpike Rd,01545,(508)749-5520,,42.2757793,-71.7470491
Somerset,CVS Pharmacy #237,1587 Brayton Point Road,02725,(508)673-9691,,41.7317701,-71.1730054
Somerset,Super Stop & Shop (F&P) #421,"815 GAR Highway, Rte 6",02726,(508)679-1373,Yes,41.7295053,-71.1709195
Somerville,Market Basket #28,400 Somerville Ave,02143,(617)666-2420,,42.3805055,-71.1015441
Somerville,Star Market #2575,275 Beacon Street,02143,(617)354-7023,Yes,42.383677,-71.111897
Somerville,Star Market #3580,14 McGrath Highway,02143,(617)625-4070,Yes,42.3738467,-71.0866267
Somerville,Walgreens #2945,16 Beacon Street,02143,(617)497-5763,,42.3747457,-71.1025597
Somerville,Whole Foods Market,45 Beacon Street,02143,(617)758-0901,,42.376019,-71.102897
Somerville,Walgreens #18170,299 Broadway,02143,(617)628-1010,,42.3918239,-71.09245489999999
Somerville,Walgreens #18091,530 Somerville Ave,02143,(617)776-9320,,42.3827122,-71.1069265
Somerville,Stop & Shop Supermarket #2411,105 Alewife Brook Parkway,02144,(617)625-1546,Yes,42.406736,-71.13231859999999
Somerville,Super Stop & Shop (F&P) #498,779 McGrath Highway,02145,(617)666-1024,Yes,42.391492,-71.0855253
South Attleboro,CVS Pharmacy #2206,366 Washington Street,02703,(508)761-7144,,41.9192847,-71.3582143
South Attleboro,Market Basket #76,1200 Newport Ave,02703,(508)339-8088,,41.9004387,-71.3536535
South Boston,CVS Pharmacy #979,423 West Broadway,02127,(617)269-7656,,42.3364057,-71.0478732
South Boston,Stop & Shop #053,713 East Broadway,02127,(617)269-7989,Yes,42.3353054,-71.0366557
South Boston,Foodies South Boston,230 West Broadway,02127,(617)269-4700,,42.3398387,-71.0518829
South Boston,Walgreens #17169,710 East Broadway,02127,(617)269-5788,,42.33620550000001,-71.036498
South Dartmouth,CVS Pharmacy #1955,548 Dartmouth Street,02747,(508)991-7934,,41.6134297,-70.9375436
South Dartmouth,Walgreens #17925,674 Dartmouth Street,02748,(508)990-3875,,41.603248,-70.9406032
South Dennis,CVS Pharmacy #1021,"Patriots Square, Rte. 134",02660,(508)398-0133,,41.695061,-70.15047
South Dennis,Stop & Shop #461,"Patriot Square,  Rte. 134",02660,(508)394-4535,Yes,41.695061,-70.15047
South Easton,CVS Pharmacy #972,555 Washington Street,02375,(508)238-3476,,42.048996,-71.0843548
South Hadley,Big Y Foods (F&P) #50,44 Willimansett Street,01075,(413)538-9303,,42.2225797,-72.5702069
South Weymouth,CVS Pharmacy #382,1504 Main St,02190,(781)331-2580,,42.1526471,-70.9540298
South Yarmouth,CVS Pharmacy #944,453 Station Avenue,02664,(508)394-0926,,41.6849341,-70.208787
South Yarmouth,Shaw's #3692,1108 State Road,02664,(508)394-0995,Yes,41.6518644,-70.20084
South Yarmouth,Stop & Shop #2422,474 Station Ave,02664,(508)394-0431,Yes,41.6861414,-70.2087442
South Yarmouth,Super Stop & Shop (F&P) #022,55 Long Pond Drive,02664,(508)394-1234,Yes,41.6581236,-70.2074268
Southampton,Big Y Foods #11,10 College Highway,01073,(413)527-5500,,42.2535805,-72.6987245
Southampton,Walgreens #17885,14 College Highway,01073,(413)527-0777,,42.25260189999999,-72.6995788
Southbridge,Big Bunny Market Inc,942 Main St,01550,(508)765-9824,,42.0828764,-72.0478333
Southbridge,Big Y Foods #24,505 East Main St,01550,(508)764-6213,,42.0694895,-72.0090374
Southbridge,CVS Pharmacy #765,399 Main Street,01550,(508)765-0646,,42.076291,-72.0362639
Southbridge,Walgreens #18421,455 Main St,01550,(508)765-5922,,42.0769637,-72.0372752
Southwick,Big Y Foods (F&P) #8,195 College Highway,01077,(413)569-6163,,42.025421,-72.7882138
Southwick,Walgreens #17650,592 College Highway,01077,(413)569-1251,,42.0613529,-72.7651439
Spencer,Big Y Foods (F&P) #27,62 West Main Street,01562,(508)885-0003,,42.2333536,-72.0150979
Spencer,CVS Pharmacy #582,133 Main Street,01562,(508)885-3838,,42.2448382,-71.99338730000001
Spencer,Price Chopper #150,133 Main Street,01562,(508)885-3199,,42.2448382,-71.99338730000001
Springfield,Stop & Shop (F&P) #80,1277 Liberty Street,01101,(413)732-6920,Yes,42.13726,-72.5820513
Springfield,Big Y Foods #1,1090 St. James Ave,01104,(413)732-5177,,42.1370368,-72.5717554
Springfield,CVS Pharmacy #488,970 Saint James Ave,01104,(413)737-6346,,42.1348012,-72.5689463
Springfield,Honeyland Farms,766 Liberty Street,01104,(413)301-7919,,42.1235258,-72.5845733
Springfield,Save a Lot,655 Liberty Street,01104,(413)732-4405,,42.1214312,-72.58319089999999
Springfield,Walgreens #10127,625 Carew Street,01104,(413)205-1495,,42.1220162,-72.5876548
Springfield,Downtown Super Market,121 Spring Street,01105,(413)214-6415,,42.1074118,-72.58598309999999
Springfield,C-Town Supermarket,2705 Main Street,01107,(413)732-7403,,42.1154014,-72.60604409999999
Springfield,Punto Market,2760 Main Street,01107,(413)214-6277,,42.1159745,-72.60675909999999
Springfield,San Miguel Market Y Restuarant,1344 Dwight St,01107,(413)266-2331,,42.115344,-72.603174
Springfield,CVS Pharmacy #1130,615 Belmont Ave,01108,(413)732-2998,,42.08608539999999,-72.5551725
Springfield,Food Zone International,355 Belmont Ave,01108,(413)731-5600,,42.0884425,-72.5644603
Springfield,C-Town Supermarket,276 Oakland Street,01108,(413)788-6390,,42.09257160000001,-72.5627425
Springfield,Walgreens #3736,501 Sumner Ave,01108,(413)746-1563,,42.0856477,-72.5578336
Springfield,Americas Food Basket,790 State Street,01109,(413)733-9090,,42.1120166,-72.56563229999999
Springfield,CVS Pharmacy #4471,600 State Street,01109,(413)736-0351,,42.11024760000001,-72.5727071
Springfield,Save a Lot,1060 Wilbraham Road,01109,(413)783-0102,,42.1170517,-72.5264602
Springfield,Big Y Express Fresh Market #134,"1500 Main Street, Suite 164",01115,(413)504-6134,Yes,42.1026154,-72.5915752
Springfield,CVS Pharmacy #1026,1500 Main Street,01115,(413)827-7143,,42.1027627,-72.59172
Springfield,CVS Pharmacy #1291,770 Boston Road,01119,(413)783-0125,,42.1376268,-72.519036
Springfield,PriceRite #352,633 Boston Road,01119,(413)796-2934,Yes,42.1335287,-72.5217768
Springfield,Stop & Shop (F&P) #404,1600 Boston Road,01119,(413)543-1041,Yes,42.1444166,-72.4913723
Springfield,WalMart Store (F&P) #1967,1105 Boston Road,01119,(413)782-6699,Yes,42.1360727,-72.50690999999999
Springfield,Big Y Foods (F&P) #66,300 Cooley Street,01128,(413)782-0608,,42.0963674,-72.4987139
Springfield,Stop & Shop (F&P) #454,415 Cooley Street,01128,(413)426-9504,Yes,42.09149439999999,-72.49848279999999
Springfield,Walgreens #17787,381 Cooley Street,01128,(413)783-4451,,42.09274320000001,-72.4987371
Springfield,Big Y Fresh Acres #16,1941 Wilbraham Road,01129,(413)783-9141,,42.1138897,-72.4971424
Springfield,CVS Pharmacy #1157,1242 Parker Street,01129,(413)796-5501,,42.1149771,-72.4988935
Springfield,Walgreens #2311,1919 Wilbraham Road,01129,(413)783-2535,,42.1142028,-72.49746590000001
Stoneham,Stop & Shop #039,259 Main Street,02180,(781)438-3737,Yes,42.4847453,-71.1015879
Stoughton,Super Stop & Shop (F&P) #033,278 Washington Street,02072,(781)341-1797,Yes,42.1382115,-71.1001024
Stoughton,Target Store T-2258,1 Hawes Way,02072,(781)847-4000,Yes,42.1523233,-71.07255219999999
Stoughton,Prite-Rite Marketplace #379,666 Washington Street,02072,(508)513-3100,,42.1280469,-71.100613
Stow,Shaw's (F&P) #2584,155 Great Road,01775,(978)897-5140,Yes,42.4349269,-71.4868898
Sturbridge,Shaw's Supermarket #2472,178 Main Street,01566,(508)347-3003,Yes,42.0979131,-72.071074
Sturbridge,Stop & Shop #481,100 Charlton Road,01566,(508)347-9500,Yes,42.1281527,-72.060082
Sturbridge,Walmart Store #2797,100 Charlton Road,01566,(508)347-4993,Yes,42.1281527,-72.060082
Sudbury,Shaw's #2571,509 Boston Post Road,01776,(978)443-7066,Yes,42.3589975,-71.42947250000002
Sudbury,Sudbury Farms #208,439 Boston Post Road,01776,(978)443-3575,,42.3595775,-71.42316439999999
Sutton,Market 32 by Price Chopper #244,21 Galaxy Pass,01590,(508)865-5168,,42.1602089,-71.7326946
Swampscott,CVS Pharmacy #669,413 Paradise Road,01907,(781)595-8588,,42.4808664,-70.902154
Swampscott,Stop & Shop (F&P) #015,450 Paradise Road,01907,(781)596-1445,Yes,42.4827176,-70.9029705
Swansea,Target Store T-2607,579 GAR Highway,02777,(774)488-3684,Yes,41.7493353,-71.2066251
Swansea,Walmart Store (F&P) #2953,54 Cousineau Street,02777,(508)677-3775,Yes,41.75440649999999,-71.2196699
Taunton,CVS Pharmacy #1041,675 County Street,02780,(508)823-5376,,41.8840815,-71.067362
Taunton,CVS Pharmacy #41,284 Winthrop Street,02780,(508)822-3658,,41.8884548,-71.1201566
Taunton,CVS Pharmacy #5402,7 Washington Street,02780,(508)821-5605,,41.9026899,-71.0982566
Taunton,Hannaford Food & Drug #8383,255 Joseph E. Warner Blvd,02780,(508)880-0628,,41.8863462,-71.1216247
Taunton,Target Store T-1189,81 Taunton Depot Drive,02780,(508)824-8004,Yes,41.877996,-71.06927639999999
Taunton,Trucchi's Supermarket #1,53 Tremont Street,02780,(508)824-5698,,41.9055172,-71.105116
Taunton,Trucchi's Supermarket #3,534 County Street,02780,(508)824-8941,,41.8881113,-71.06781029999999
Taunton,Walgreens #12399,226 Broadway,02780,(508)977-0690,,41.9206685,-71.09144409999999
Teaticket,Walmart Store #3561,137 Teaticket Highway,02536,(508)540-8995,Yes,41.5618562,-70.5961025
Tewksbury,CVS Pharmacy #217,1900 Main Street,01876,(978)851-6856,,42.5909623,-71.2022198
Tewksbury,Market Basket #22,1900 Main Street,01876,(978)851-2960,,42.5909623,-71.2022198
Tewksbury,Market Basket #8,10 Main Street,01876,(978)851-6211,,42.6303966,-71.2744831
Tewksbury,Walmart Store (F&P) #2222,333 Main Street,01876,(978)851-6265,Yes,42.62280519999999,-71.2697883
Townsend,Hannaford Supermarket #8009,18 Main Street,01469,(978)597-5909,,42.6484301,-71.660005
Townsend,Walgreens #17212,18 Main Street,01469,(978)597-2160,,42.6484301,-71.660005
Turners Falls,Food City,250 Avenue A,01376,(413)863-9591,,42.6050556,-72.5614817
Turners Falls,Walgreens #17488,240 Avenue A,01376,(413)863-3107,,42.605315,-72.56110919999999
Uxbridge,Big Y #131,250 South Main Street,01569,(508)972-0265,,42.06338299999999,-71.620904
Uxbridge,CVS Pharmacy #946,323 North Main Street,01569,(508)278-2456,,42.0907014,-71.6421491
Uxbridge,Hannaford Food & Drug #8014,158 North Main Street,01569,(508)278-2487,,42.0817647,-71.6387819
Vineyard Haven,Stop & Shop #423,50 South Water Street,02568,(508)693-8339,Yes,41.45445309999999,-70.6015561
Wakefield,CVS Pharmacy #119,451 Main St,01880,(781)245-2270,,42.50174790000001,-71.0698841
Wakefield,Shaw's Supermarket #3648,134 Water St,01880,(781)245-0032,Yes,42.5031383,-71.0640087
Walpole,Big Y Foods (F&P) #65,"1111 Providence Hwy, Rte 1",02081,(508)660-9710,,42.123286,-71.2311813
Walpole,Super Stop & Shop #044,Route 1A & Main St,02081,(508)660-7483,Yes,42.1732495,-71.2250814
Walpole,WalMart Store (F&P) #2103,550 Providence Hwy,02081,(508)668-4144,Yes,42.14236349999999,-71.215029
Waltham,CVS Pharmacy #114,12 Harvard St,02451,(781)894-1600,,42.3758388,-71.2433377
Waltham,Market Basket #79,110 Marketplace Drive,02451,(781)894-1510,,42.3809743,-71.2627283
Waltham,Star Market (F&P) #2569,1070 Lexington St,02452,(781)891-0615,Yes,42.4124873,-71.2344277
Waltham,Hannaford Food & Drug #8017,55 Russell St,02453,(781)893-6776,,42.3759813,-71.2445865
Waltham,Shaw's Supermarket #1497,130 River St,02453,(781)647-5341,,42.36925249999999,-71.2215263
Ware,Big Y Foods #21,148 West Street,01082,(413)967-6181,,42.2542473,-72.252016
Ware,CVS Pharmacy #1111,104 West Street,01082,(413)967-5997,,42.2569417,-72.2483237
Ware,Walmart Store (F&P) #2386,352 Palmer Road,01082,(413)967-0040,Yes,42.2376216,-72.2789538
Wareham,CVS Pharmacy #518,419 Main St,02571,(508)291-6289,,41.7627967,-70.7206105
Wareham,Shaw's Supermarket #2653,127 Marion Rd,02571,(508)295-7813,Yes,41.7596904,-70.72883449999999
Wareham,Target Store T-2292,2421 Cranberry Hwy,02571,(508)273-0436,Yes,41.77514499999999,-70.7422304
Wareham,Walmart Store (F&P) #2095,15 Tobey Rd,02571,(508)295-8890,Yes,41.7790691,-70.74676869999999
Wareham,Walgreens #18183,121 Marion Rd,02571,(508)295-5772,,41.7593452,-70.72773029999999
Watertown,CVS Pharmacy #1012,27 Main St,02472,(617)926-6660,,42.3661445,-71.18500089999999
Watertown,CVS Pharmacy #10601,655 Mt. Auburn St,02472,(617)744-0842,,42.3717189,-71.1568272
Watertown,Stop & Shop #049,700 Pleasant St,02472,(617)923-3007,Yes,42.36719189999999,-71.2154686
Watertown,Stop & Shop #446,171 Watertown St,02472,(781)527-2493,Yes,42.3636208,-71.1951885
Watertown,Roche Bros. Supermarket #122,96 Arsenal Yards Blvd,02472,(617)612-5537,,42.3617098,-71.15771
Wayland,Stop & Shop #2700,101 Andrew Ave,01778,(508)358-0740,Yes,42.3644301,-71.3663874
